"id","venta_id","monto","estado","cliente_id","productos","monto_total","fecha","descripcion"
"430","1490",,"pendiente","2","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":25},{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""id_producto"":22,""precio_unitario"":27}]","52.00","2026-01-20 16:01:57.62736","Deuda generada por venta 1490"
"431","1491",,"pendiente","151","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":24,""id_producto"":31,""precio_unitario"":29}]","696.00","2026-01-20 16:02:42.352688","Deuda generada por venta 1491"
"432","1499",,"pagada","707","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-20 19:31:07.451689","Deuda generada por venta 1499"
"433","1501",,"pagada","709","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":2,""id_producto"":31,""precio_unitario"":35}]","0.00","2026-01-20 20:07:49.166208","Deuda generada por venta 1501"
"434","1502",,"pagada","710","[{""nombre"":""fogones grandes"",""cantidad"":5,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-20 20:11:51.340138","Deuda generada por venta 1502"
"435","1506",,"pagada","8","[{""nombre"":""fogones grandes"",""cantidad"":6,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-20 21:34:28.557637","Deuda generada por venta 1506"
"436","1507",,"pagada","653","[{""nombre"":""fogones grandes"",""cantidad"":20,""id_producto"":44,""precio_unitario"":26}]","0.00","2026-01-21 14:15:36.898361","Deuda generada por venta 1507"
"437","1511",,"pagada","10","[{""nombre"":""fogones grandes"",""cantidad"":7,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-21 15:04:10.096772","Deuda generada por venta 1511"
"438","1512",,"pagada","713","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-21 15:13:42.121558","Deuda generada por venta 1512"
"439","1518",,"pendiente","716","[{""nombre"":""fogones grandes"",""cantidad"":6,""id_producto"":44,""precio_unitario"":25}]","150.00","2026-01-21 16:57:14.181102","Deuda generada por venta 1518"
"440","1520",,"pendiente","584","[{""nombre"":""fogones grandes"",""cantidad"":100,""id_producto"":44,""precio_unitario"":25},{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":100,""id_producto"":31,""precio_unitario"":29}]","5400.00","2026-01-21 17:30:08.320651","Deuda generada por venta 1520"
"441","1524",,"pagada","718","[{""nombre"":""fogones grandes"",""cantidad"":2,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-21 17:39:02.331259","Deuda generada por venta 1524"
"442","1525",,"pendiente","650","[{""nombre"":""fogones grandes"",""cantidad"":50,""id_producto"":44,""precio_unitario"":25}]","1250.00","2026-01-21 17:40:01.865785","Deuda generada por venta 1525"
"443","1529",,"pagada","10","[{""nombre"":""fogones grandes"",""cantidad"":3,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-21 18:06:09.542183","Deuda generada por venta 1529"
"444","1530",,"pagada","46","[{""nombre"":""fogones grandes"",""cantidad"":46,""id_producto"":44,""precio_unitario"":26}]","0.00","2026-01-21 18:07:19.486813","Deuda generada por venta 1530"
"445","1531",,"pagada","8","[{""nombre"":""fogones grandes"",""cantidad"":20,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-21 18:29:38.615944","Deuda generada por venta 1531"
"446","1534",,"pagada","724","[{""nombre"":""fogones grandes"",""cantidad"":2,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-21 18:53:16.222121","Deuda generada por venta 1534"
"447","1535",,"pagada","725","[{""nombre"":""fogones grandes"",""cantidad"":2,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-21 19:05:11.613049","Deuda generada por venta 1535"
"448","1537",,"pagada","218","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-21 19:25:20.596907","Deuda generada por venta 1537"
"449","1539",,"pagada","728","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-21 20:17:44.09745","Deuda generada por venta 1539"
"450","1540",,"pagada","19","[{""nombre"":""fogones grandes"",""cantidad"":6,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-21 20:18:57.325905","Deuda generada por venta 1540"
"451","1548",,"pagada","676","[{""nombre"":""fogones grandes"",""cantidad"":42,""id_producto"":44,""precio_unitario"":26}]","0.00","2026-01-22 14:55:59.041889","Deuda generada por venta 1548"
"452","1549",,"pagada","46","[{""nombre"":""fogones grandes"",""cantidad"":18,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-22 14:57:06.063984","Deuda generada por venta 1549"
"453","1557",,"pagada","39","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":25},{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-22 16:35:05.29522","Deuda generada por venta 1557"
"454","1560",,"pagada","669","[{""nombre"":""fogones grandes"",""cantidad"":20,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-22 17:31:39.883622","Deuda generada por venta 1560"
"455","1563",,"pagada","6","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-22 17:51:34.542893","Deuda generada por venta 1563"
"456","1564",,"pendiente","650","[{""nombre"":""fogones grandes"",""cantidad"":80,""id_producto"":44,""precio_unitario"":25}]","2000.00","2026-01-22 18:02:06.359205","Deuda generada por venta 1564"
"457","1565",,"pagada","32","[{""nombre"":""fogones grandes"",""cantidad"":33,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-22 18:04:30.822123","Deuda generada por venta 1565"
"458","1569",,"pendiente","650","[{""nombre"":""fogones grandes"",""cantidad"":80,""id_producto"":44,""precio_unitario"":25}]","2000.00","2026-01-22 18:42:44.165242","Deuda generada por venta 1569"
"459","1573",,"pagada","10","[{""nombre"":""fogones grandes"",""cantidad"":2,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-22 19:28:09.945453","Deuda generada por venta 1573"
"460","1574",,"pendiente","748","[{""nombre"":""fogones grandes"",""cantidad"":2,""id_producto"":44,""precio_unitario"":30}]","60.00","2026-01-22 19:32:25.940551","Deuda generada por venta 1574"
"461","1575",,"pendiente","748","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":25}]","25.00","2026-01-22 19:35:22.289948","Deuda generada por venta 1575"
"462","1576",,"pagada","10","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-22 19:35:58.356691","Deuda generada por venta 1576"
"463","1582",,"pagada","751","[{""nombre"":""fogones grandes"",""cantidad"":4,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-22 20:13:45.964801","Deuda generada por venta 1582"
"464","1584",,"pagada","753","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":34}]","0.00","2026-01-22 20:45:58.215842","Deuda generada por venta 1584"
"465","1586",,"pendiente","16","[{""nombre"":""fogones de petroleo chiquitos"",""cantidad"":1,""id_producto"":43,""precio_unitario"":25},{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":25}]","25.00","2026-01-22 20:56:50.630319","Deuda generada por venta 1586"
"466","1590",,"pagada","8","[{""nombre"":""fogones grandes"",""cantidad"":6,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-23 14:47:57.396705","Deuda generada por venta 1590"
"467","1593",,"pagada","759","[{""nombre"":""fogones grandes"",""cantidad"":4,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-23 15:21:43.280275","Deuda generada por venta 1593"
"468","1594",,"pendiente","636","[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""id_producto"":3,""precio_unitario"":65}]","65.00","2026-01-23 15:29:06.54392","Deuda generada por venta 1594"
"469","1597",,"pagada","751","[{""nombre"":""fogones grandes"",""cantidad"":3,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-23 16:13:16.606384","Deuda generada por venta 1597"
"470","1598",,"pagada","676","[{""nombre"":""fogones grandes"",""cantidad"":37,""id_producto"":44,""precio_unitario"":26}]","0.00","2026-01-23 16:28:32.504903","Deuda generada por venta 1598"
"471","1599",,"pagada","6","[{""nombre"":""fogones grandes"",""cantidad"":30,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-23 16:32:59.729806","Deuda generada por venta 1599"
"472","1600",,"pendiente","10","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":25}]","25.00","2026-01-23 17:18:52.0196","Deuda generada por venta 1600"
"473","1601",,"pagada","751","[{""nombre"":""fogones grandes"",""cantidad"":2,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-23 17:20:32.992725","Deuda generada por venta 1601"
"474","1602",,"pagada","760","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":35}]","0.00","2026-01-23 17:23:39.364124","Deuda generada por venta 1602"
"475","1604",,"pendiente","12","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":3,""id_producto"":31,""precio_unitario"":29},{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":3,""id_producto"":22,""precio_unitario"":27}]","81.00","2026-01-23 17:46:15.758306","Deuda generada por venta 1604"
"476","1605",,"pagada","12","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-23 18:27:28.627397","Deuda generada por venta 1605"
"477","1606",,"pagada","218","[{""nombre"":""fogones grandes"",""cantidad"":7,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-23 18:31:32.087305","Deuda generada por venta 1606"
"478","1607",,"pagada","762","[{""nombre"":""fogones grandes"",""cantidad"":10,""id_producto"":44,""precio_unitario"":26}]","0.00","2026-01-23 18:54:52.870507","Deuda generada por venta 1607"
"479","1608",,"pendiente","763","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":30}]","30.00","2026-01-23 18:57:02.796936","Deuda generada por venta 1608"
"480","1611",,"pagada","751","[{""nombre"":""fogones grandes"",""cantidad"":4,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-23 20:52:40.12264","Deuda generada por venta 1611"
"481","1612",,"pagada","765","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-23 20:56:34.129259","Deuda generada por venta 1612"
"482","1613",,"pagada","13","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-23 20:57:49.198648","Deuda generada por venta 1613"
"483","1614",,"pagada","17","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":12,""id_producto"":31,""precio_unitario"":29.5}]","0.00","2026-01-23 20:59:43.604434","Deuda generada por venta 1614"
"484","1617",,"pagada","19","[{""nombre"":""fogones grandes"",""cantidad"":30,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-24 14:33:30.837091","Deuda generada por venta 1617"
"485","1618",,"pagada","46","[{""nombre"":""fogones grandes"",""cantidad"":23,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-24 14:53:34.693605","Deuda generada por venta 1618"
"486","1620",,"pagada","46","[{""nombre"":""fogones grandes"",""cantidad"":3,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-24 15:08:12.265563","Deuda generada por venta 1620"
"487","1622",,"pendiente","650","[{""nombre"":""fogones grandes"",""cantidad"":54,""id_producto"":44,""precio_unitario"":25}]","1350.00","2026-01-24 15:42:10.544365","Deuda generada por venta 1622"
"488","1629",,"pagada","772","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":35}]","0.00","2026-01-24 16:53:32.147953","Deuda generada por venta 1629"
"489","1639",,"pagada","8","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":20,""id_producto"":31,""precio_unitario"":30}]","0.00","2026-01-26 17:10:31.960067","Deuda generada por venta 1639"
"490","1641",,"pagada","13","[{""nombre"":""fogones grandes"",""cantidad"":12,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-26 17:14:43.674708","Deuda generada por venta 1641"
"491","1643",,"pagada","46","[{""nombre"":""fogones grandes"",""cantidad"":60,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-26 17:24:48.650874","Deuda generada por venta 1643"
"492","1645",,"pagada","13","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-26 17:29:39.21604","Deuda generada por venta 1645"
"493","1646",,"pagada","10","[{""nombre"":""fogones grandes"",""cantidad"":8,""id_producto"":44,""precio_unitario"":25},{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":2,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-26 17:30:33.003669","Deuda generada por venta 1646"
"494","1647",,"pagada","17","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":16,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-26 17:31:59.890857","Deuda generada por venta 1647"
"495","1650",,"pendiente","56","[{""nombre"":""fogones grandes"",""cantidad"":60,""id_producto"":44,""precio_unitario"":25}]","1500.00","2026-01-26 17:51:11.21696","Deuda generada por venta 1650"
"496","1651",,"pagada","46","[{""nombre"":""fogones grandes"",""cantidad"":40,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-26 17:52:04.394107","Deuda generada por venta 1651"
"497","1653",,"pendiente","56","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":5,""id_producto"":31,""precio_unitario"":29}]","145.00","2026-01-26 18:08:37.716063","Deuda generada por venta 1653"
"498","1654",,"pagada","635","[{""nombre"":""fogones grandes"",""cantidad"":5,""id_producto"":44,""precio_unitario"":25},{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-26 18:09:47.773943","Deuda generada por venta 1654"
"499","1656",,"pendiente","650","[{""nombre"":""fogones grandes"",""cantidad"":66,""id_producto"":44,""precio_unitario"":25}]","1650.00","2026-01-27 15:14:31.771584","Deuda generada por venta 1656"
"500","1657",,"pagada","472","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":12,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-27 15:18:55.696977","Deuda generada por venta 1657"
"501","1658",,"pagada","13","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":29},{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""id_producto"":22,""precio_unitario"":27}]","0.00","2026-01-27 15:21:34.197216","Deuda generada por venta 1658"
"502","1659",,"pagada","776","[{""nombre"":""fogones grandes"",""cantidad"":3,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-27 15:30:32.612888","Deuda generada por venta 1659"
"503","1660",,"pendiente","19","[{""nombre"":""fogones grandes"",""cantidad"":30,""id_producto"":44,""precio_unitario"":25},{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":5,""id_producto"":31,""precio_unitario"":29},{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""id_producto"":22,""precio_unitario"":27}]","27.00","2026-01-27 15:33:52.19381","Deuda generada por venta 1660"
"504","1661",,"pagada","10","[{""nombre"":""fogones grandes"",""cantidad"":30,""id_producto"":44,""precio_unitario"":26}]","0.00","2026-01-27 15:36:23.023258","Deuda generada por venta 1661"
"505","1662",,"pendiente","636","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":48,""id_producto"":31,""precio_unitario"":29}]","1392.00","2026-01-27 15:52:21.469234","Deuda generada por venta 1662"
"506","1663",,"pagada","12","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":24,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-27 15:54:03.21116","Deuda generada por venta 1663"
"507","1664",,"pagada","46","[{""nombre"":""fogones grandes"",""cantidad"":30,""id_producto"":44,""precio_unitario"":25},{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":12,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-27 16:09:10.88565","Deuda generada por venta 1664"
"508","1665",,"pendiente","650","[{""nombre"":""fogones grandes"",""cantidad"":66,""id_producto"":44,""precio_unitario"":25}]","1650.00","2026-01-27 16:11:43.929844","Deuda generada por venta 1665"
"509","1666",,"pagada","751","[{""nombre"":""fogones grandes"",""cantidad"":6,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-27 16:12:40.32532","Deuda generada por venta 1666"
"510","1667",,"pagada","10","[{""nombre"":""fogones grandes"",""cantidad"":2,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-27 16:14:34.804282","Deuda generada por venta 1667"
"511","1668",,"pendiente","636","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":24,""id_producto"":31,""precio_unitario"":29}]","696.00","2026-01-27 16:16:43.486255","Deuda generada por venta 1668"
"512","1671",,"pagada","10","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-27 16:28:47.3461","Deuda generada por venta 1671"
"513","1673",,"pagada","218","[{""nombre"":""fogones grandes"",""cantidad"":7,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-27 16:34:07.937023","Deuda generada por venta 1673"
"514","1679",,"pagada","12","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":5,""id_producto"":22,""precio_unitario"":27},{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-27 17:40:22.579975","Deuda generada por venta 1679"
"515","1683",,"pendiente","8","[{""nombre"":""fogones grandes"",""cantidad"":30,""id_producto"":44,""precio_unitario"":25},{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":12,""id_producto"":31,""precio_unitario"":29}]","347.90","2026-01-27 19:04:11.3391","Deuda generada por venta 1683"
"516","1684",,"pendiente","10","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":25}]","25.00","2026-01-27 19:05:28.303152","Deuda generada por venta 1684"
"517","1685",,"pagada","8","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":12,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-27 19:22:14.101818","Deuda generada por venta 1685"
"518","1687",,"pendiente","12","[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""id_producto"":3,""precio_unitario"":65}]","65.00","2026-01-27 19:46:28.477104","Deuda generada por venta 1687"
"519","1688",,"pendiente","47","[{""nombre"":""ventilador tone"",""cantidad"":2,""id_producto"":41,""precio_unitario"":70}]","140.00","2026-01-27 19:49:32.98216","Deuda generada por venta 1688"
"520","1689",,"pagada","10","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-27 19:52:40.753816","Deuda generada por venta 1689"
"521","1690",,"pagada","751","[{""nombre"":""fogones grandes"",""cantidad"":30,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-27 19:55:15.914064","Deuda generada por venta 1690"
"522","1691",,"pendiente","650","[{""nombre"":""fogones grandes"",""cantidad"":300,""id_producto"":44,""precio_unitario"":25}]","7500.00","2026-01-27 19:57:41.595399","Deuda generada por venta 1691"
"523","1694",,"pagada","13","[{""nombre"":""fogones grandes"",""cantidad"":10,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-27 20:32:01.081119","Deuda generada por venta 1694"
"524","1696",,"pagada","6","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":24,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-27 20:59:18.812776","Deuda generada por venta 1696"
"525","1697",,"pendiente","6","[{""nombre"":""fogones grandes"",""cantidad"":110,""id_producto"":44,""precio_unitario"":25}]","1250.00","2026-01-27 21:01:00.079818","Deuda generada por venta 1697"
"526","1698",,"pendiente","716","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":12,""id_producto"":31,""precio_unitario"":29}]","348.00","2026-01-27 21:05:23.385359","Deuda generada por venta 1698"
"527","1702",,"pagada","13","[{""nombre"":""fogones grandes"",""cantidad"":12,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-28 14:31:28.61889","Deuda generada por venta 1702"
"528","1705",,"pagada","39","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":15,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-28 16:06:08.511141","Deuda generada por venta 1705"
"529","1709",,"pendiente","668","[{""nombre"":""fogones grandes"",""cantidad"":15,""id_producto"":44,""precio_unitario"":25}]","375.00","2026-01-28 18:35:34.62023","Deuda generada por venta 1709"
"530","1711",,"pagada","635","[{""nombre"":""fogones grandes"",""cantidad"":2,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-28 18:43:31.727409","Deuda generada por venta 1711"
"531","1712",,"pendiente","636","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":80,""id_producto"":31,""precio_unitario"":29}]","2320.00","2026-01-28 19:32:20.284108","Deuda generada por venta 1712"
"532","1718",,"pagada","13","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":3,""id_producto"":31,""precio_unitario"":29},{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""id_producto"":22,""precio_unitario"":27}]","0.00","2026-01-29 15:06:54.412639","Deuda generada por venta 1718"
"533","1722",,"pagada","10","[{""nombre"":""fogones grandes"",""cantidad"":14,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-29 16:25:23.466614","Deuda generada por venta 1722"
"534","1724",,"pagada","794","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":28}]","0.00","2026-01-29 16:37:46.542864","Deuda generada por venta 1724"
"535","1725",,"pagada","218","[{""nombre"":""fogones grandes"",""cantidad"":5,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-29 16:40:12.865338","Deuda generada por venta 1725"
"536","1727",,"pagada","796","[{""nombre"":""fogones grandes"",""cantidad"":10,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-29 17:04:33.276732","Deuda generada por venta 1727"
"537","1729",,"pagada","796","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-29 19:36:43.610911","Deuda generada por venta 1729"
"538","1730",,"pagada","796","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-29 19:37:57.941496","Deuda generada por venta 1730"
"539","1731",,"pendiente","12","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":36,""id_producto"":31,""precio_unitario"":29}]","696.00","2026-01-29 19:40:02.821799","Deuda generada por venta 1731"
"540","1733",,"pagada","797","[{""nombre"":""fogones grandes"",""cantidad"":10,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-29 20:25:54.889016","Deuda generada por venta 1733"
"541","1734",,"pagada","472","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":12,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-30 14:18:45.705686","Deuda generada por venta 1734"
"542","1735",,"pagada","472","[{""nombre"":""fogones grandes"",""cantidad"":10,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-30 14:19:55.768207","Deuda generada por venta 1735"
"543","1737",,"pagada","10","[{""nombre"":""fogones grandes"",""cantidad"":30,""id_producto"":44,""precio_unitario"":26}]","0.00","2026-01-30 14:44:12.261992","Deuda generada por venta 1737"
"544","1738",,"pagada","10","[{""nombre"":""fogones grandes"",""cantidad"":2,""id_producto"":44,""precio_unitario"":26}]","0.00","2026-01-30 14:57:40.861197","Deuda generada por venta 1738"
"545","1739",,"pagada","472","[{""nombre"":""fogones grandes"",""cantidad"":15,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-30 15:57:37.661496","Deuda generada por venta 1739"
"546","1740",,"pagada","218","[{""nombre"":""fogones grandes"",""cantidad"":3,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-30 16:07:46.031057","Deuda generada por venta 1740"
"547","1741",,"pagada","584","[{""nombre"":""fogones grandes"",""cantidad"":100,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-30 17:30:25.686552","Deuda generada por venta 1741"
"548","1742",,"pendiente","584","[{""nombre"":""fogones grandes"",""cantidad"":60,""id_producto"":44,""precio_unitario"":25}]","1500.00","2026-01-30 17:31:19.592631","Deuda generada por venta 1742"
"549","1746",,"pagada","10","[{""nombre"":""fogones grandes"",""cantidad"":15,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-30 18:21:11.300665","Deuda generada por venta 1746"
"550","1747",,"pendiente","725","[{""nombre"":""fogones grandes"",""cantidad"":20,""id_producto"":44,""precio_unitario"":25}]","25.00","2026-01-30 18:24:29.308592","Deuda generada por venta 1747"
"551","1748",,"pagada","13","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":29},{""nombre"":""fogones grandes"",""cantidad"":3,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-30 19:01:10.937632","Deuda generada por venta 1748"
"552","1751",,"pendiente","19","[{""nombre"":""fogones grandes"",""cantidad"":10,""id_producto"":44,""precio_unitario"":25}]","250.00","2026-01-31 17:48:11.972634","Deuda generada por venta 1751"
"553","1752",,"pagada","797","[{""nombre"":""fogones grandes"",""cantidad"":15,""id_producto"":44,""precio_unitario"":25},{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-31 17:49:22.6647","Deuda generada por venta 1752"
"554","1753",,"pagada","16","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":12,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-31 17:50:40.82498","Deuda generada por venta 1753"
"555","1754",,"pagada","70","[{""nombre"":""fogones grandes"",""cantidad"":2,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-31 17:51:44.045787","Deuda generada por venta 1754"
"556","1756",,"pagada","17","[{""nombre"":""fogones grandes"",""cantidad"":3,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-31 19:03:00.095674","Deuda generada por venta 1756"
"557","1764",,"pendiente","804","[{""nombre"":""fogones grandes"",""cantidad"":500,""id_producto"":44,""precio_unitario"":25}]","12500.00","2026-01-31 20:50:17.436993","Deuda generada por venta 1764"
"558","1766",,"pagada","13","[{""nombre"":""fogones grandes"",""cantidad"":23,""id_producto"":44,""precio_unitario"":26}]","0.00","2026-02-02 14:05:01.67608","Deuda generada por venta 1766"
"559","1767",,"pagada","13","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":29},{""nombre"":""fogones grandes"",""cantidad"":3,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-02-02 14:06:07.775368","Deuda generada por venta 1767"
"560","1769",,"pagada","13","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-02-02 14:24:59.054267","Deuda generada por venta 1769"
"561","1770",,"pagada","751","[{""nombre"":""fogones grandes"",""cantidad"":20,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-02-02 14:32:43.513229","Deuda generada por venta 1770"
"562","1772",,"pagada","796","[{""nombre"":""fogones grandes"",""cantidad"":51,""id_producto"":44,""precio_unitario"":26}]","0.00","2026-02-02 14:52:41.781409","Deuda generada por venta 1772"
