"id","venta_id","monto","estado","cliente_id","productos","monto_total","fecha","descripcion"
"308","1143",,"pagada","46","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":8,""id_producto"":31,""precio_unitario"":33}]","0.00","2025-12-12 19:27:46.540701","Deuda generada por venta 1143"
"309","1147",,"pagada","19","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":2,""id_producto"":22,""precio_unitario"":36}]","0.00","2025-12-12 19:54:45.258545","Deuda generada por venta 1147"
"310","1149",,"pagada","39","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":2,""id_producto"":22,""precio_unitario"":36}]","0.00","2025-12-12 20:26:47.72495","Deuda generada por venta 1149"
"311","1151",,"pendiente","545","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":33}]","33.00","2025-12-13 15:30:19.188962","Deuda generada por venta 1151"
"312","1154",,"pagada","546","[{""nombre"":""Neveras Royal 5.5 B225-18/11/25"",""cantidad"":1,""id_producto"":26,""precio_unitario"":200}]","0.00","2025-12-13 15:49:08.164849","Deuda generada por venta 1154"
"313","1157",,"pagada","549","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""id_producto"":22,""precio_unitario"":38}]","0.00","2025-12-13 16:43:10.588246","Deuda generada por venta 1157"
"314","1159",,"pagada","12","[{""nombre"":""Ventilador JMD 12p"",""cantidad"":3,""id_producto"":8,""precio_unitario"":37}]","0.00","2025-12-13 17:43:58.494865","Deuda generada por venta 1159"
"315","1160",,"pagada","39","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":2,""id_producto"":31,""precio_unitario"":38}]","0.00","2025-12-13 18:07:23.441506","Deuda generada por venta 1160"
"316","1164",,"pagada","361","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":24,""id_producto"":31,""precio_unitario"":34}]","0.00","2025-12-13 20:25:23.814012","Deuda generada por venta 1164"
"317","1183",,"pagada","403","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":24,""id_producto"":31,""precio_unitario"":32},{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":5,""id_producto"":22,""precio_unitario"":27}]","0.00","2025-12-15 19:58:12.489257","Deuda generada por venta 1183"
"318","1185",,"pagada","10","[{""nombre"":""Neveras Royal 5.5 B225-18/11/25"",""cantidad"":1,""id_producto"":26,""precio_unitario"":200}]","0.00","2025-12-15 20:24:02.064873","Deuda generada por venta 1185"
"319","1186",,"pagada","17","[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""id_producto"":3,""precio_unitario"":65}]","0.00","2025-12-15 20:32:59.453502","Deuda generada por venta 1186"
"320","1190",,"pagada","569","[{""nombre"":""Neveras Royal 5.5 B225-18/11/25"",""cantidad"":1,""id_producto"":26,""precio_unitario"":200}]","0.00","2025-12-16 18:12:03.548239","Deuda generada por venta 1190"
"321","1192",,"pagada","570","[{""nombre"":""Refrigeradores Royal 8.5p G130-20/11/25"",""cantidad"":1,""id_producto"":28,""precio_unitario"":370}]","0.00","2025-12-16 18:16:19.862738","Deuda generada por venta 1192"
"322","1195",,"pagada","46","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""id_producto"":22,""precio_unitario"":27}]","0.00","2025-12-16 20:00:44.856224","Deuda generada por venta 1195"
"323","1197",,"pagada","574","[{""nombre"":""Neveras Royal 5.5 B225-18/11/25"",""cantidad"":1,""id_producto"":26,""precio_unitario"":200}]","0.00","2025-12-16 20:27:00.776796","Deuda generada por venta 1197"
"324","1200",,"pagada","577","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""id_producto"":22,""precio_unitario"":35}]","0.00","2025-12-16 21:13:15.768541","Deuda generada por venta 1200"
"325","1205",,"pendiente","2","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":2,""id_producto"":22,""precio_unitario"":27}]","54.00","2025-12-17 16:52:10.52281","Deuda generada por venta 1205"
"326","1208",,"pagada","12","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":12,""id_producto"":22,""precio_unitario"":36}]","0.00","2025-12-17 18:43:07.292977","Deuda generada por venta 1208"
"327","1210",,"pagada","472","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":32}]","0.00","2025-12-17 20:16:58.093665","Deuda generada por venta 1210"
"328","1212",,"pagada","539","[{""nombre"":""Refrigeradores Royal 8.5p G130-20/11/25"",""cantidad"":1,""id_producto"":28,""precio_unitario"":290}]","0.00","2025-12-18 17:47:45.028206","Deuda generada por venta 1212"
"329","1217",,"pagada","34","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":27}]","0.00","2025-12-18 19:47:06.987409","Deuda generada por venta 1217"
"330","1220",,"pendiente","584","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":60,""id_producto"":31,""precio_unitario"":32}]","1920.00","2025-12-18 20:08:59.142821","Deuda generada por venta 1220"
"331","1229",,"pagada","19","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""id_producto"":22,""precio_unitario"":35}]","0.00","2025-12-19 19:26:37.306135","Deuda generada por venta 1229"
"332","1230",,"pagada","218","[{""nombre"":""Neveras Royal 5.5 B225-18/11/25"",""cantidad"":1,""id_producto"":26,""precio_unitario"":210}]","0.00","2025-12-19 19:50:38.203104","Deuda generada por venta 1230"
"333","1243",,"pagada","46","[{""nombre"":""Cocinas Bryderk"",""cantidad"":10,""id_producto"":24,""precio_unitario"":20}]","0.00","2025-12-20 19:04:14.202748","Deuda generada por venta 1243"
"334","1246",,"pendiente","32","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":12,""id_producto"":22,""precio_unitario"":27}]","324.00","2025-12-20 21:14:36.746297","Deuda generada por venta 1246"
"335","1251",,"pagada","10","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":38}]","0.00","2025-12-22 17:52:25.186845","Deuda generada por venta 1251"
"336","1257",,"pagada","12","[{""nombre"":""Ventilador JMD 18p"",""cantidad"":2,""id_producto"":3,""precio_unitario"":60}]","0.00","2025-12-23 20:02:53.279257","Deuda generada por venta 1257"
"337","1258",,"pagada","19","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":3,""id_producto"":31,""precio_unitario"":32},{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""id_producto"":22,""precio_unitario"":27}]","0.00","2025-12-23 20:17:41.843201","Deuda generada por venta 1258"
"338","1259",,"pendiente","2","[{""nombre"":""Olla Reina JMD"",""cantidad"":1,""id_producto"":19,""precio_unitario"":50}]","50.00","2025-12-23 20:18:51.379767","Deuda generada por venta 1259"
"339","1275",,"pagada","12","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":3,""id_producto"":31,""precio_unitario"":32}]","0.00","2025-12-26 22:03:24.745771","Deuda generada por venta 1275"
"340","1276",,"pagada","606","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":10,""id_producto"":22,""precio_unitario"":27.98},{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":10,""id_producto"":31,""precio_unitario"":33}]","0.00","2025-12-27 15:39:03.621608","Deuda generada por venta 1276"
"341","1277",,"pagada","39","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":3,""id_producto"":31,""precio_unitario"":37}]","0.00","2025-12-27 15:41:22.565414","Deuda generada por venta 1277"
"342","1280",,"pendiente","607","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":5,""id_producto"":22,""precio_unitario"":27},{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":5,""id_producto"":31,""precio_unitario"":32}]","295.00","2025-12-27 17:32:47.340679","Deuda generada por venta 1280"
"343","1283",,"pagada","19","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""id_producto"":22,""precio_unitario"":27}]","0.00","2025-12-27 18:35:53.926688","Deuda generada por venta 1283"
"344","1287",,"pendiente","2","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":2,""id_producto"":31,""precio_unitario"":32}]","64.00","2025-12-29 21:29:01.811204","Deuda generada por venta 1287"
"345","1288",,"pagada","10","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":2,""id_producto"":31,""precio_unitario"":40}]","0.00","2025-12-30 15:15:35.969775","Deuda generada por venta 1288"
"346","1290",,"pagada","609","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":40}]","0.00","2025-12-30 15:25:56.8894","Deuda generada por venta 1290"
"347","1294",,"pendiente","12","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":4,""id_producto"":22,""precio_unitario"":27}]","108.00","2025-12-30 19:39:40.979026","Deuda generada por venta 1294"
"348","1296",,"pendiente","612","[{""nombre"":""Frio Myspic 12Pie"",""cantidad"":1,""id_producto"":36,""precio_unitario"":500}]","500.00","2026-01-02 15:22:59.405387","Deuda generada por venta 1296"
"349","1297",,"pendiente","613","[{""nombre"":""Ollas JMD 7L Nueva"",""cantidad"":5,""id_producto"":38,""precio_unitario"":50}]","250.00","2026-01-02 16:14:33.31606","Deuda generada por venta 1297"
"350","1298",,"pagada","614","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":8,""id_producto"":31,""precio_unitario"":32.99},{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":3,""id_producto"":22,""precio_unitario"":28}]","0.00","2026-01-02 16:19:01.967736","Deuda generada por venta 1298"
"351","1299",,"pagada","10","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":33}]","0.00","2026-01-02 17:34:37.312918","Deuda generada por venta 1299"
"352","1308",,"pagada","472","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":33}]","0.00","2026-01-03 19:16:33.233068","Deuda generada por venta 1308"
"353","1310",,"pendiente","584","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":100,""id_producto"":31,""precio_unitario"":33},{""nombre"":""Ventilador JMD 18p"",""cantidad"":6,""id_producto"":3,""precio_unitario"":65}]","3690.00","2026-01-03 22:27:40.960586","Deuda generada por venta 1310"
"354","1311",,"pendiente","584","[{""nombre"":""Ventilador JMD 18p"",""cantidad"":2,""id_producto"":3,""precio_unitario"":65}]","130.00","2026-01-05 13:59:17.681613","Deuda generada por venta 1311"
"355","1312",,"pagada","17","[{""nombre"":""Ollas JMD 7L Nueva"",""cantidad"":12,""id_producto"":38,""precio_unitario"":50}]","0.00","2026-01-05 14:01:38.801302","Deuda generada por venta 1312"
"356","1313",,"pagada","620","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":200,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-05 14:06:17.130438","Deuda generada por venta 1313"
"357","1315",,"pagada","39","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""id_producto"":22,""precio_unitario"":35}]","0.00","2026-01-05 16:31:43.024482","Deuda generada por venta 1315"
"358","1316",,"pagada","17","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":12,""id_producto"":31,""precio_unitario"":33}]","0.00","2026-01-05 17:14:59.626772","Deuda generada por venta 1316"
"359","1320",,"pendiente","624","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":4,""id_producto"":31,""precio_unitario"":33},{""nombre"":""Ventilador JMD 18p"",""cantidad"":4,""id_producto"":3,""precio_unitario"":60},{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":4,""id_producto"":22,""precio_unitario"":27}]","480.00","2026-01-05 17:46:50.370004","Deuda generada por venta 1320"
"360","1330",,"pagada","472","[{""nombre"":""Ollas JMD 7L Nueva"",""cantidad"":2,""id_producto"":38,""precio_unitario"":50}]","0.00","2026-01-07 15:21:24.018848","Deuda generada por venta 1330"
"361","1331",,"pagada","472","[{""nombre"":""Ollas JMD 7L Nueva"",""cantidad"":2,""id_producto"":38,""precio_unitario"":50}]","0.00","2026-01-07 15:21:26.155186","Deuda generada por venta 1331"
"362","1333",,"pagada","39","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":36.98}]","0.00","2026-01-07 16:43:41.199676","Deuda generada por venta 1333"
"363","1337",,"pagada","10","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-08 17:02:12.008207","Deuda generada por venta 1337"
"364","1346",,"pagada","16","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":12,""id_producto"":31,""precio_unitario"":33}]","0.00","2026-01-09 16:19:08.297664","Deuda generada por venta 1346"
"365","1347",,"pendiente","56","[{""nombre"":""fogones de petroleo chiquitos"",""cantidad"":5,""id_producto"":43,""precio_unitario"":25}]","125.00","2026-01-09 16:24:52.449086","Deuda generada por venta 1347"
"366","1349",,"pendiente","46","[{""nombre"":""fogones de petroleo chiquitos"",""cantidad"":30,""id_producto"":43,""precio_unitario"":25}]","750.00","2026-01-09 17:01:52.832771","Deuda generada por venta 1349"
"367","1353",,"pendiente","636","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":12,""id_producto"":31,""precio_unitario"":33},{""nombre"":""fogones de petroleo chiquitos"",""cantidad"":24,""id_producto"":43,""precio_unitario"":25}]","996.00","2026-01-09 18:57:47.968868","Deuda generada por venta 1353"
"368","1355",,"pendiente","2","[{""nombre"":""fogones grandes"",""cantidad"":2,""id_producto"":44,""precio_unitario"":30}]","60.00","2026-01-09 20:45:58.556192","Deuda generada por venta 1355"
"369","1358",,"pagada","46","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":12,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-10 15:49:22.544878","Deuda generada por venta 1358"
"370","1359",,"pagada","46","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":3,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-10 15:51:40.087709","Deuda generada por venta 1359"
"371","1365",,"pagada","39","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":33}]","0.00","2026-01-10 17:42:27.322069","Deuda generada por venta 1365"
"372","1366",,"pendiente","403","[{""nombre"":""fogones de petroleo chiquitos"",""cantidad"":5,""id_producto"":43,""precio_unitario"":25},{""nombre"":""fogones grandes"",""cantidad"":5,""id_producto"":44,""precio_unitario"":30},{""nombre"":""Ventilador JMD 18p"",""cantidad"":5,""id_producto"":3,""precio_unitario"":65},{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":5,""id_producto"":22,""precio_unitario"":36},{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":24,""id_producto"":31,""precio_unitario"":33}]","1572.00","2026-01-10 17:53:16.993509","Deuda generada por venta 1366"
"373","1367",,"pendiente","636","[{""nombre"":""fogones de petroleo chiquitos"",""cantidad"":48,""id_producto"":43,""precio_unitario"":25}]","1200.00","2026-01-10 18:04:11.865782","Deuda generada por venta 1367"
"374","1371",,"pendiente","641","[{""nombre"":""fogones de petroleo chiquitos"",""cantidad"":1,""id_producto"":43,""precio_unitario"":28}]","28.00","2026-01-10 19:43:49.863184","Deuda generada por venta 1371"
"375","1372",,"pagada","12","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":24,""id_producto"":31,""precio_unitario"":33},{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":30},{""nombre"":""fogones de petroleo chiquitos"",""cantidad"":1,""id_producto"":43,""precio_unitario"":25},{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":5,""id_producto"":22,""precio_unitario"":36}]","0.00","2026-01-10 19:53:19.734368","Deuda generada por venta 1372"
"376","1373",,"pagada","8","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-10 20:21:11.040183","Deuda generada por venta 1373"
"377","1374",,"pagada","497","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":10,""id_producto"":31,""precio_unitario"":30}]","0.00","2026-01-12 14:28:15.092008","Deuda generada por venta 1374"
"378","1375",,"pagada","620","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":100,""id_producto"":31,""precio_unitario"":30}]","0.00","2026-01-12 14:30:19.553764","Deuda generada por venta 1375"
"379","1376",,"pagada","642","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":10,""id_producto"":31,""precio_unitario"":30}]","0.00","2026-01-12 14:32:19.650266","Deuda generada por venta 1376"
"380","1378",,"pagada","644","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":35}]","0.00","2026-01-12 15:43:30.12328","Deuda generada por venta 1378"
"381","1381",,"pagada","646","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":10,""id_producto"":31,""precio_unitario"":30}]","0.00","2026-01-12 19:03:22.671227","Deuda generada por venta 1381"
"382","1384",,"pendiente","56","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":3,""id_producto"":31,""precio_unitario"":29}]","87.00","2026-01-12 21:12:17.178399","Deuda generada por venta 1384"
"383","1386",,"pagada","19","[{""nombre"":""fogones grandes"",""cantidad"":3,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-13 18:09:52.241453","Deuda generada por venta 1386"
"384","1388",,"pendiente","218","[{""nombre"":""Lavadora semi 11kg"",""cantidad"":1,""id_producto"":35,""precio_unitario"":250}]","250.00","2026-01-13 18:11:48.707841","Deuda generada por venta 1388"
"385","1389",,"pagada","218","[{""nombre"":""fogones grandes"",""cantidad"":2,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-13 18:15:44.937187","Deuda generada por venta 1389"
"386","1391",,"pendiente","650","[{""nombre"":""fogones de petroleo chiquitos"",""cantidad"":24,""id_producto"":43,""precio_unitario"":25},{""nombre"":""fogones grandes"",""cantidad"":30,""id_producto"":44,""precio_unitario"":30}]","1500.00","2026-01-13 19:26:25.896484","Deuda generada por venta 1391"
"387","1392",,"pagada","39","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":34}]","0.00","2026-01-13 20:05:09.302636","Deuda generada por venta 1392"
"388","1393",,"pendiente","15","[{""nombre"":""Neveras Royal 5.5 B225-18/11/25"",""cantidad"":1,""id_producto"":26,""precio_unitario"":180}]","180.00","2026-01-13 20:07:00.755823","Deuda generada por venta 1393"
"389","1394",,"pagada","636","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":12,""id_producto"":31,""precio_unitario"":33}]","0.00","2026-01-14 13:58:43.636182","Deuda generada por venta 1394"
"390","1396",,"pendiente","584","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":100,""id_producto"":31,""precio_unitario"":29}]","2900.00","2026-01-14 15:09:27.008268","Deuda generada por venta 1396"
"391","1397",,"pagada","584","[{""nombre"":""fogones grandes"",""cantidad"":50,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-14 15:13:38.385592","Deuda generada por venta 1397"
"392","1398",,"pagada","218","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-14 15:16:10.54056","Deuda generada por venta 1398"
"393","1399",,"pendiente","584","[{""nombre"":""fogones grandes"",""cantidad"":21,""id_producto"":44,""precio_unitario"":30}]","630.00","2026-01-14 15:18:06.244698","Deuda generada por venta 1399"
"394","1402",,"pagada","39","[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":3,""id_producto"":22,""precio_unitario"":36},{""nombre"":""fogones grandes"",""cantidad"":4,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-14 16:35:20.993851","Deuda generada por venta 1402"
"395","1406",,"pagada","657","[{""nombre"":""Split EKO 2T"",""cantidad"":1,""id_producto"":1,""precio_unitario"":530}]","0.00","2026-01-16 15:08:56.3626","Deuda generada por venta 1406"
"396","1407",,"pendiente","658","[{""nombre"":""Neveras Royal 5.5 B225-18/11/25"",""cantidad"":1,""id_producto"":26,""precio_unitario"":150}]","150.00","2026-01-16 15:10:51.581104","Deuda generada por venta 1407"
"397","1409",,"pagada","659","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-16 15:13:46.953498","Deuda generada por venta 1409"
"398","1410",,"pagada","660","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":35}]","0.00","2026-01-16 15:24:58.823042","Deuda generada por venta 1410"
"399","1411",,"pagada","661","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-16 15:27:20.460941","Deuda generada por venta 1411"
"400","1412",,"pagada","662","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":35}]","0.00","2026-01-16 15:42:21.115503","Deuda generada por venta 1412"
"401","1414",,"pendiente","650","[{""nombre"":""fogones grandes"",""cantidad"":45,""id_producto"":44,""precio_unitario"":25}]","1125.00","2026-01-16 16:28:35.735398","Deuda generada por venta 1414"
"402","1420",,"pendiente","46","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":12,""id_producto"":31,""precio_unitario"":29},{""nombre"":""fogones grandes"",""cantidad"":15,""id_producto"":44,""precio_unitario"":25}]","0.10","2026-01-16 17:10:44.665068","Deuda generada por venta 1420"
"403","1421",,"pagada","46","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":24,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-16 17:12:07.691287","Deuda generada por venta 1421"
"404","1424",,"pagada","665","[{""nombre"":""fogones de petroleo chiquitos"",""cantidad"":1,""id_producto"":43,""precio_unitario"":28}]","0.00","2026-01-16 18:19:50.053952","Deuda generada por venta 1424"
"405","1425",,"pagada","19","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":2,""id_producto"":31,""precio_unitario"":29},{""nombre"":""fogones grandes"",""cantidad"":3,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-16 18:30:59.020272","Deuda generada por venta 1425"
"406","1427",,"pagada","667","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":1,""id_producto"":31,""precio_unitario"":35}]","0.00","2026-01-16 18:46:32.529109","Deuda generada por venta 1427"
"407","1429",,"pendiente","668","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":6,""id_producto"":31,""precio_unitario"":29},{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":6,""id_producto"":22,""precio_unitario"":27},{""nombre"":""Ventilador JMD 18p"",""cantidad"":6,""id_producto"":3,""precio_unitario"":65},{""nombre"":""fogones grandes"",""cantidad"":6,""id_producto"":44,""precio_unitario"":25},{""nombre"":""fogones de petroleo chiquitos"",""cantidad"":6,""id_producto"":43,""precio_unitario"":25}]","876.00","2026-01-16 19:30:29.799197","Deuda generada por venta 1429"
"408","1430",,"pendiente","650","[{""nombre"":""fogones grandes"",""cantidad"":30,""id_producto"":44,""precio_unitario"":25},{""nombre"":""fogones de petroleo chiquitos"",""cantidad"":24,""id_producto"":43,""precio_unitario"":25}]","1350.00","2026-01-16 19:41:39.474752","Deuda generada por venta 1430"
"409","1431",,"pagada","669","[{""nombre"":""fogones grandes"",""cantidad"":10,""id_producto"":44,""precio_unitario"":25},{""nombre"":""fogones de petroleo chiquitos"",""cantidad"":5,""id_producto"":43,""precio_unitario"":25}]","0.00","2026-01-16 20:21:26.324031","Deuda generada por venta 1431"
"410","1432",,"pendiente","584","[{""nombre"":""fogones grandes"",""cantidad"":50,""id_producto"":44,""precio_unitario"":25}]","1250.00","2026-01-17 13:50:04.554021","Deuda generada por venta 1432"
"411","1435",,"pagada","653","[{""nombre"":""fogones grandes"",""cantidad"":10,""id_producto"":44,""precio_unitario"":26}]","0.00","2026-01-17 15:14:33.031021","Deuda generada por venta 1435"
"412","1436",,"pagada","672","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":30}]","0.00","2026-01-17 15:28:00.900003","Deuda generada por venta 1436"
"413","1437",,"pagada","70","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-17 15:28:58.356391","Deuda generada por venta 1437"
"414","1438",,"pagada","673","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":35}]","0.00","2026-01-17 15:31:03.843067","Deuda generada por venta 1438"
"415","1439",,"pagada","674","[{""nombre"":""Frio Myspic 12Pie"",""cantidad"":1,""id_producto"":36,""precio_unitario"":480}]","0.00","2026-01-17 16:42:58.895507","Deuda generada por venta 1439"
"416","1441",,"pagada","676","[{""nombre"":""fogones grandes"",""cantidad"":20,""id_producto"":44,""precio_unitario"":26}]","0.00","2026-01-17 17:14:27.843582","Deuda generada por venta 1441"
"417","1444",,"pagada","8","[{""nombre"":""Ventilador f6/23.11.25"",""cantidad"":5,""id_producto"":31,""precio_unitario"":29}]","0.00","2026-01-17 19:23:35.585246","Deuda generada por venta 1444"
"418","1448",,"pagada","653","[{""nombre"":""fogones grandes"",""cantidad"":20,""id_producto"":44,""precio_unitario"":26}]","0.00","2026-01-19 13:39:30.482137","Deuda generada por venta 1448"
"419","1455",,"pagada","46","[{""nombre"":""fogones grandes"",""cantidad"":60,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-19 14:56:35.119476","Deuda generada por venta 1455"
"420","1464",,"pendiente","247","[{""nombre"":""fogones grandes"",""cantidad"":1,""id_producto"":44,""precio_unitario"":30}]","30.00","2026-01-19 17:18:06.863636","Deuda generada por venta 1464"
"421","1465",,"pagada","688","[{""nombre"":""Frio Myspic 12Pie"",""cantidad"":1,""id_producto"":36,""precio_unitario"":470}]","0.00","2026-01-19 17:29:43.502655","Deuda generada por venta 1465"
"422","1466",,"pendiente","650","[{""nombre"":""fogones grandes"",""cantidad"":42,""id_producto"":44,""precio_unitario"":25},{""nombre"":""fogones de petroleo chiquitos"",""cantidad"":24,""id_producto"":43,""precio_unitario"":25}]","1650.00","2026-01-19 17:32:21.944348","Deuda generada por venta 1466"
"423","1467",,"pagada","688","[{""nombre"":""Frio Myspic 10Pie"",""cantidad"":1,""id_producto"":37,""precio_unitario"":470}]","0.00","2026-01-19 17:36:30.527853","Deuda generada por venta 1467"
"424","1470",,"pendiente","32","[{""nombre"":""fogones grandes"",""cantidad"":3,""id_producto"":44,""precio_unitario"":25}]","75.00","2026-01-19 17:53:19.032167","Deuda generada por venta 1470"
"425","1475",,"pagada","19","[{""nombre"":""fogones grandes"",""cantidad"":6,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-19 18:27:01.981708","Deuda generada por venta 1475"
"426","1478",,"pagada","693","[{""nombre"":""fogones de petroleo chiquitos"",""cantidad"":2,""id_producto"":43,""precio_unitario"":28}]","0.00","2026-01-19 19:08:55.981598","Deuda generada por venta 1478"
"427","1484",,"pagada","8","[{""nombre"":""fogones grandes"",""cantidad"":4,""id_producto"":44,""precio_unitario"":25}]","0.00","2026-01-19 21:13:19.097569","Deuda generada por venta 1484"
"428","1488",,"pagada","676","[{""nombre"":""fogones grandes"",""cantidad"":35,""id_producto"":44,""precio_unitario"":26}]","0.00","2026-01-20 15:57:40.215407","Deuda generada por venta 1488"
"429","1489",,"pendiente","650","[{""nombre"":""fogones grandes"",""cantidad"":45,""id_producto"":44,""precio_unitario"":25}]","1125.00","2026-01-20 16:01:11.955638","Deuda generada por venta 1489"
